HSHD_NUM,total_spend,total_visits,days_since_last_purchase,LOYALTY_FLAG,churned,churn_prob,churn_risk
4604,11911.94988387078,2901,7,0,0,0.0,0
4809,8651.249967321754,2451,3,0,0,0.0,0
482,3705.1699792146683,1300,4,0,0,0.0,0
4816,6270.589986503124,2243,3,0,0,0.0,0
514,18528.509834565222,4233,0,0,0,0.0,0
4836,16104.639891177416,5308,4,0,0,0.0,0
4851,3811.0399739407003,983,2,0,0,0.0,0
4857,14970.549900084734,5006,1,0,0,0.0,0
4878,5889.129969090223,1678,3,0,0,0.0,0
4879,10023.689910039306,2223,8,0,0,0.0,0
4897,7144.019949406385,2153,2,0,0,0.0,0
4904,12531.679911106825,3439,2,0,0,0.0,0
525,5520.339956447482,1659,21,0,0,0.0,0
4974,6545.1099502667785,1912,6,0,0,0.0,0
4982,8554.519922191277,1986,7,0,0,0.0,0
4987,18877.529928654432,3400,2,0,0,0.0,0
554,5329.169949859381,1660,3,0,0,0.0,0
575,3614.0699904859066,1136,17,0,0,0.0,0
53,5990.3199672997,2009,17,0,0,0.0,0
54,8046.609941806644,2231,1,0,0,0.0,0
60,30628.32982803881,8520,0,0,0,0.0,0
577,6761.6799566447735,1759,6,0,0,0.0,0
590,9782.519883226603,2771,6,0,0,0.0,0
594,2673.969965994358,661,2,0,0,0.0,0
99,15817.289894200861,4275,3,0,0,0.0,0
605,4684.359981188551,1765,0,0,0,0.0,0
117,18741.33983692713,3692,3,0,0,0.0,0
136,13855.819815307856,2318,28,0,0,0.0,0
616,12639.699961148202,2617,0,0,0,0.0,0
151,8642.149936527014,2159,0,0,0,0.0,0
159,9985.329936992377,2685,8,0,0,0.0,0
160,2954.819965928793,669,4,0,0,0.0,0
4372,6020.329936057329,1389,1,0,0,0.0,0
